Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	br_lengths[160]	br_lengths[161]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	rel_br_lengths[160]	rel_br_lengths[161]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
0	-2564.208	-2890.866	326.6588	0.00528965	0.00281499	0.00661743	0.00297116	0.00835542	0.000529318	0.00483886	0.00390555	0.00419721	0.0103392	0.0056876	0.00896086	0.00393338	0.00901435	0.00672408	0.000914259	0.00671648	0.00323998	0.00205496	0.00241823	0.00658464	0.00140139	0.00201967	0.000439465	0.00337019	0.000304444	0.00194308	6.73945e-05	0.00344012	0.000977157	0.00412535	0.00593637	0.00140567	0.00607982	0.00285554	0.00236378	9.8181e-05	0.00194179	0.00362574	0.0053699	0.00818587	0.00397937	0.00231404	0.0047836	0.0107627	0.0102087	0.00554049	0.0030736	0.000732623	2.25014e-05	0.013346	0.00296145	0.00317067	0.00461982	0.0119544	0.0034568	0.00435269	0.00460527	0.0136903	0.00858728	0.00442642	0.00555988	0.0102804	0.00233172	0.010914	0.0143058	0.00711661	0.00029624	0.00308052	0.00395618	0.00577044	0.0103016	0.00572256	0.00637107	0.00845891	0.00890776	0.00548284	0.0048256	0.00814448	0.0108089	0.00572556	0.0196603	0.000811302	0.00331748	0.00478341	0.00184565	0.00452346	0.00899213	0.00508505	0.006802	0.00867957	0.00615946	0.00189975	0.00102878	0.000498607	0.00704299	0.00240097	0.00203031	0.00475619	0.00192909	0.00627868	0.0044832	0.0108467	0.00273348	0.00534535	0.0131627	0.0039317	0.00401907	0.000398596	0.00129019	0.000180656	0.00172742	0.0196735	0.00663895	3.65634e-06	0.000830286	0.00237937	0.00156688	0.00711871	0.00344584	0.00240109	0.00187095	0.000985535	0.00290291	0.00190713	0.0161422	6.77871e-05	0.00247095	0.00367903	0.0146816	0.000933758	0.00757613	0.00197466	0.00880673	0.00482614	0.00610383	0.00371701	0.000499898	0.00177748	0.00200688	0.0111509	0.000760071	0.00311092	0.00426491	0.000818141	0.000454982	0.00265691	0.000391227	0.00277876	0.0137117	0.00886543	0.0128339	0.00426972	0.00390622	0.00205554	0.00381031	0.00425677	0.00383708	0.00276658	0.00325676	0.0120889	0.0599633	0.253496	0.651704	1.53444	3.94483	16.6769	2.034732	0.00667307	0.0035512	0.0083481	0.00374821	0.0105406	0.000667751	0.00610438	0.00492698	0.00529492	0.0130432	0.00717509	0.0113044	0.00496209	0.0113719	0.00848264	0.00115337	0.00847306	0.00408734	0.0025924	0.00305067	0.00830673	0.0017679	0.00254788	0.000554399	0.00425161	0.000384066	0.00245126	8.50203e-05	0.00433982	0.00123271	0.00520426	0.00748891	0.0017733	0.00766988	0.00360236	0.00298198	0.000123858	0.00244963	0.00457399	0.00677429	0.0103267	0.0050201	0.00291924	0.00603466	0.0135775	0.0128785	0.0069895	0.00387744	0.000924227	2.83863e-05	0.0168364	0.00373596	0.0039999	0.00582805	0.0150808	0.00436086	0.00549105	0.00580969	0.0172707	0.0108331	0.00558407	0.00701396	0.012969	0.00294153	0.0137684	0.0180473	0.00897783	0.000373716	0.00388617	0.00499085	0.00727959	0.0129958	0.00721919	0.0080373	0.0106712	0.0112374	0.00691677	0.00608765	0.0102745	0.0136358	0.00722298	0.0248021	0.00102348	0.0041851	0.00603442	0.00232834	0.00570649	0.0113439	0.00641495	0.00858094	0.0109495	0.00777036	0.00239659	0.00129784	0.000629009	0.00888496	0.0030289	0.0025613	0.00600009	0.0024336	0.00792075	0.0056557	0.0136835	0.00344837	0.00674333	0.0166051	0.00495997	0.00507018	0.000502841	0.00162762	0.000227903	0.0021792	0.0248188	0.00837525	4.61259e-06	0.00104743	0.00300165	0.00197667	0.00898048	0.00434703	0.00302906	0.00236026	0.00124328	0.00366212	0.00240591	0.0203639	8.55156e-05	0.00311718	0.00464121	0.0185213	0.00117796	0.00955753	0.00249109	0.01111	0.00608833	0.00770018	0.00468913	0.000630637	0.00224235	0.00253174	0.0140672	0.000958854	0.00392452	0.00538032	0.00103211	0.000573974	0.00335178	0.000493546	0.00350549	0.0172978	0.011184	0.0161904	0.00538639	0.00492782	0.00259313	0.00480683	0.00537005	0.0048406	0.00349013	0.0041085	0.0152506	0.541123	0.458877	0.5411229	0.7926872
36	-2566.053	-2892.805	326.7519	0.00869907	0.00801153	0.000445646	0.00301323	0.0126107	6.2034e-05	0.00277128	0.00456115	0.0032919	0.00738228	0.0105552	0.0125081	0.0114163	0.00865667	0.00187853	0.00367146	0.00484669	0.00370572	0.00434518	0.00221163	0.00995423	0.00263308	0.000554431	0.00426777	0.00092775	0.00031486	0.00134521	0.0024423	0.00166608	0.00105263	0.00487535	0.00336091	0.00210787	0.00866155	0.00482374	0.00506794	0.000820079	0.00163912	0.00246699	0.0110547	0.0102222	0.00807049	0.00616442	0.0038798	0.00317357	0.0060798	0.0027773	0.000892016	0.00016775	4.71435e-06	0.00681027	0.00364358	0.0032746	0.00490793	0.0047428	0.0030101	0.00677312	0.012575	0.00883622	0.0078251	0.0104607	0.0109209	0.0119718	0.000659322	0.00449614	0.00527667	0.0117156	0.00512021	0.0115158	0.00302213	0.0192606	0.00702599	0.00420502	0.00674313	0.00277253	0.00556526	0.00645333	0.00269749	0.0203533	0.00727658	0.00220277	0.0265442	0.00857562	0.00423526	0.000958141	0.00101525	0.00615639	0.00956249	0.00185213	0.0106895	0.00816202	0.00636736	0.00139637	0.00393565	0.00395033	0.00758168	0.00159797	0.00113076	0.00916781	0.0020714	0.00576398	0.00487987	0.00184694	0.00460459	0.0137571	0.00154279	0.00559413	0.00680515	0.000356419	0.00119755	9.93163e-05	0.00513386	0.00398255	0.00275114	6.49459e-05	3.06351e-05	0.0028467	0.0051209	0.0128691	0.00475429	0.00159004	0.00656084	0.00488993	0.000434299	0.00212137	0.0151106	0.0011028	0.000205851	0.000764055	0.0126985	0.00359375	0.00803522	0.000684847	0.0055834	0.00829838	0.00925886	0.00315002	0.000917982	0.00269575	0.00682565	0.0151999	0.00059503	0.00773008	0.000831352	0.0043306	0.000271183	0.00794808	0.0036701	0.000685036	0.0145426	0.00658123	0.0141242	0.000741921	0.00916981	0.00810751	0.00480125	0.00210245	0.00553077	0.00580186	0.00307143	0.00627163	0.0737276	0.280376	0.67252	1.48694	3.56664	13.5634	1.885314	0.0100706	0.00927465	0.000515907	0.00348831	0.014599	7.18145e-05	0.00320821	0.00528027	0.00381092	0.00854619	0.0122193	0.0144802	0.0132163	0.0100215	0.0021747	0.00425032	0.00561083	0.00428997	0.00503026	0.00256032	0.0115236	0.00304822	0.000641844	0.00494063	0.00107402	0.000364502	0.0015573	0.00282736	0.00192876	0.00121859	0.00564402	0.0038908	0.0024402	0.0100272	0.00558426	0.00586697	0.000949375	0.00189754	0.00285594	0.0127977	0.0118338	0.00934291	0.00713632	0.0044915	0.00367392	0.00703835	0.00321518	0.00103265	0.000194198	5.45763e-06	0.00788399	0.00421804	0.00379088	0.00568173	0.00549056	0.00348468	0.00784099	0.0145576	0.0102294	0.00905883	0.01211	0.0126428	0.0138593	0.000763273	0.00520502	0.00610861	0.0135627	0.00592748	0.0133314	0.00349861	0.0222972	0.00813373	0.004868	0.00780627	0.00320966	0.0064427	0.00747078	0.00312279	0.0235623	0.00842383	0.00255007	0.0307292	0.00992767	0.004903	0.0011092	0.00117531	0.00712702	0.0110701	0.00214414	0.0123748	0.00944886	0.00737126	0.00161653	0.00455615	0.00457316	0.00877703	0.00184991	0.00130904	0.0106132	0.00239799	0.00667275	0.00564924	0.00213813	0.00533057	0.0159261	0.00178603	0.00647611	0.00787806	0.000412614	0.00138635	0.000114975	0.00594327	0.00461045	0.00318489	7.51854e-05	3.54651e-05	0.00329552	0.00592827	0.0148981	0.00550386	0.00184073	0.00759524	0.00566089	0.000502772	0.00245583	0.017493	0.00127667	0.000238306	0.000884518	0.0147005	0.00416035	0.00930208	0.000792822	0.0064637	0.00960672	0.0107186	0.00364666	0.00106271	0.00312077	0.0079018	0.0175964	0.000688844	0.00894882	0.000962426	0.00501338	0.000313939	0.0092012	0.00424874	0.000793041	0.0168354	0.00761885	0.0163511	0.000858894	0.0106156	0.00938576	0.00555822	0.00243393	0.00640276	0.0067166	0.00355569	0.00726043	0.583256	0.416744	0.5832558	0.8638094
72	-2567.946	-2894.543	326.5975	0.00221394	0.00467582	0.00550066	0.000313668	0.00832693	0.00125096	0.00237142	0.003363	0.0045221	0.00797354	0.00587645	0.0185651	0.00583909	0.0115753	0.00966674	0.00450675	0.00695944	0.00497579	0.00572771	0.0047426	0.00602532	0.00214827	0.0022467	6.12979e-05	0.00116647	0.00287577	0.000798621	0.0021325	0.00113098	0.00145567	0.00580467	0.00121275	0.00204927	0.0048504	0.00448589	0.00232021	0.00255387	0.000251365	0.00427942	0.00770606	0.00834987	0.0112266	0.00661289	0.00298322	0.0092586	0.00579847	0.000104753	0.00333129	0.000256547	1.38691e-05	0.00548402	0.00595858	0.00479276	0.00859836	0.0127167	0.00309292	0.00711172	0.0193264	0.0120072	0.0151079	0.00699966	0.00866089	0.0194697	0.00565716	0.0118079	0.00738004	0.0150698	0.00595965	0.00852864	0.00351645	0.0161932	0.0103731	0.00294339	0.0053468	0.00716674	0.0119967	0.00607145	0.0142759	0.00649401	0.00569357	0.0193014	0.0167024	0.000446669	0.00104983	0.00456499	0.00450482	0.0118355	0.00954746	0.00116946	0.00334811	0.00449105	0.0108409	0.000509372	0.000826459	0.00809382	5.52103e-05	0.00122116	0.00256849	0.0100439	0.00312129	0.00660084	0.0121483	0.000823537	0.00815783	0.00389224	0.00057339	0.0021886	0.0109873	0.000214871	0.00531281	2.76222e-05	0.00134245	0.00498143	0.00400498	0.000284411	0.00272085	0.00389621	0.00187281	0.0117465	0.00154389	0.00389847	0.00100241	0.00134311	9.79763e-05	0.00257835	0.0161265	0.000602008	0.000399559	0.000140345	0.00318219	0.00141931	0.00562726	0.00250981	0.00218862	0.00322224	0.00230851	0.00306369	0.000592906	0.00600442	0.004385	0.0230632	0.00200306	0.00361235	0.00217902	0.00509315	0.00260638	0.00253923	0.00549162	0.000668606	0.00141022	0.00816311	0.00916023	0.000973169	0.000452771	0.00473911	0.00329332	0.0039495	0.00513953	0.00484198	4.12915e-05	0.0156376	0.0592611	0.252044	0.650537	1.53719	3.96756	16.8745	2.043249	0.00257568	0.00543982	0.00639944	0.00036492	0.00968751	0.00145536	0.0027589	0.00391249	0.00526098	0.00927637	0.00683663	0.0215985	0.00679316	0.0134667	0.0112462	0.00524312	0.00809657	0.0057888	0.00666358	0.00551751	0.00700982	0.00249928	0.0026138	7.13136e-05	0.00135706	0.00334566	0.000929111	0.00248093	0.00131578	0.00169352	0.00675312	0.00141091	0.00238411	0.00564292	0.00521886	0.00269932	0.00297116	0.000292436	0.00497865	0.00896519	0.00971418	0.013061	0.0076934	0.00347066	0.0107714	0.0067459	0.000121869	0.0038756	0.000298466	1.61352e-05	0.00638007	0.00693217	0.00557587	0.0100033	0.0147945	0.00359828	0.00827373	0.0224842	0.0139691	0.0175765	0.00814336	0.010076	0.0226509	0.00658151	0.0137373	0.0085859	0.0175321	0.00693342	0.00992217	0.00409101	0.0188391	0.012068	0.00342432	0.00622043	0.00833775	0.0139569	0.00706348	0.0166085	0.00755509	0.00662387	0.0224551	0.0194314	0.000519652	0.00122137	0.00531088	0.00524089	0.0137693	0.0111075	0.00136054	0.00389517	0.00522486	0.0126122	0.000592601	0.000961497	0.0094163	6.42313e-05	0.00142069	0.00298816	0.011685	0.00363129	0.00767938	0.0141332	0.000958098	0.00949077	0.00452821	0.000667079	0.0025462	0.0127826	0.00024998	0.00618089	3.21354e-05	0.00156179	0.00579537	0.00465936	0.000330882	0.00316543	0.00453283	0.00217882	0.0136658	0.00179615	0.00453546	0.0011662	0.00156257	0.000113985	0.00299964	0.0187614	0.000700372	0.000464845	0.000163277	0.00370214	0.00165122	0.00654672	0.00291989	0.00254623	0.00374874	0.00268571	0.00356428	0.000689784	0.0069855	0.00510148	0.0268316	0.00233035	0.00420258	0.00253506	0.00592534	0.00303224	0.00295412	0.00638891	0.000777852	0.00164064	0.00949691	0.010657	0.00113218	0.000526751	0.00551345	0.00383143	0.00459482	0.0059793	0.00563313	4.80383e-05	0.0181927	0.455883	0.544117	0.4558828	0.8595541
108	-2577.002	-2903.681	326.6788	0.00810519	0.00345756	0.00528325	0.00542967	0.00677608	0.000453758	0.00718292	0.00151837	0.00697673	0.00344787	0.00621698	0.014633	0.00550583	0.0140673	0.00388283	0.00533259	0.00720887	0.0114533	0.00337236	0.00922876	0.0057027	0.00529931	0.00165266	0.000679496	0.000323847	0.00153645	0.00245525	8.37202e-05	0.000751557	0.00140149	0.00320183	0.000760884	0.000421627	0.00458298	0.000793078	0.00373092	0.00286298	0.000504134	0.00295848	0.0103588	0.00985821	0.00505238	0.00282746	0.00279173	0.00881408	0.005911	0.00712272	0.000119888	0.000392409	0.000843134	0.0066985	0.00520742	0.00160995	0.00244275	0.00285148	0.00131427	0.00725119	0.00631351	0.00989154	0.00949655	0.0159304	0.00673516	0.0106827	0.00372864	0.00871398	0.0155067	0.0120158	0.0130723	0.002338	0.00172148	0.0266515	0.0176654	0.0156072	0.0145773	0.0100157	0.00678499	0.0112316	0.0198033	0.0036155	0.007409	0.00163288	0.0179551	0.00748176	0.00493561	0.0112887	0.00181433	0.00213049	0.00743825	0.0138031	0.00417337	0.00995247	0.00676919	0.00129862	0.00316964	0.00389118	0.002508	0.00826452	0.00837705	0.000197102	0.0107844	0.000480894	0.00475674	0.00171139	0.00960455	0.00332197	0.000840782	0.00518345	0.0198176	0.00277179	0.000606239	0.00422249	0.00214935	0.000266814	0.00320506	0.00314025	0.013288	0.0042857	0.0154351	0.00140815	0.000632345	0.00366122	0.00207587	0.00278084	0.0081044	0.000468143	0.00812215	0.00175675	0.00209781	0.00016335	0.00139033	0.00751588	0.00755709	0.00213243	0.00220282	0.00645645	0.000138096	0.00414851	0.00616129	0.00141219	0.00172799	0.00292686	0.00472649	0.00166819	0.00504906	0.0179963	0.00331581	0.000226007	0.00644984	0.00356302	0.00196662	0.00654005	0.00342081	0.00810409	0.00236223	0.00970301	0.000610645	0.000117783	0.00766669	0.0148799	0.000586524	0.00944984	0.0701647	0.273684	0.667471	1.49819	3.65385	14.2522	1.921129	0.00894011	0.00381373	0.00582747	0.00598898	0.00747408	0.000500499	0.00792283	0.00167478	0.0076954	0.00380304	0.00685739	0.0161404	0.00607299	0.0155164	0.0042828	0.00588189	0.00795145	0.0126331	0.00371975	0.0101794	0.00629014	0.0058452	0.0018229	0.000749491	0.000357207	0.00169472	0.00270817	9.23442e-05	0.000828975	0.00154585	0.00353165	0.000839263	0.000465058	0.00505508	0.000874773	0.00411524	0.0031579	0.000556065	0.00326323	0.0114258	0.0108737	0.00557283	0.00311871	0.00307931	0.00972202	0.00651989	0.00785643	0.000132238	0.000432831	0.000929985	0.00738851	0.00574384	0.00177579	0.00269438	0.00314521	0.00144965	0.00799813	0.00696387	0.0109105	0.0104748	0.0175714	0.00742895	0.0117831	0.00411272	0.0096116	0.0171041	0.0132535	0.0144189	0.00257884	0.00189881	0.0293969	0.0194851	0.0172149	0.0160789	0.0110475	0.00748391	0.0123886	0.0218432	0.00398793	0.0081722	0.00180109	0.0198047	0.00825245	0.00544403	0.0124515	0.00200123	0.00234996	0.00820446	0.0152249	0.00460327	0.0109777	0.00746649	0.0014324	0.00349615	0.00429201	0.00276635	0.00911585	0.00923997	0.000217405	0.0118953	0.00053043	0.00524673	0.00188768	0.0105939	0.00366416	0.000927391	0.00571739	0.021859	0.00305731	0.000668688	0.00465745	0.00237076	0.000294299	0.00353521	0.00346372	0.0146568	0.00472717	0.0170251	0.0015532	0.000697483	0.00403836	0.0022897	0.0030673	0.00893923	0.000516367	0.00895881	0.00193771	0.0023139	0.000180177	0.00153355	0.00829009	0.00833554	0.00235209	0.00242973	0.00712152	0.000152321	0.00457584	0.00679597	0.00155766	0.00190599	0.00322836	0.00521336	0.00184003	0.00556917	0.0198501	0.00365737	0.000249288	0.00711424	0.00393004	0.00216921	0.00721374	0.00377319	0.00893889	0.00260557	0.0107025	0.000673547	0.000129915	0.00845644	0.0164127	0.000646941	0.0104233	0.64052	0.35948	0.64052	0.9066102
144	-2559.36	-2885.945	326.585	0.00535052	0.00124687	0.00324998	0.000961933	0.0162493	0.00686455	0.00335616	0.00482253	0.00401803	0.00726409	0.00836227	0.0121546	0.00434587	0.0173815	0.00508313	0.00228479	0.010998	0.00373511	0.00645599	0.00338425	0.00323444	0.00477265	0.00242864	0.00125077	0.00811398	0.0012355	0.0010421	7.70379e-07	0.00146351	0.000817221	0.00609232	0.00504674	0.00182656	0.00314253	0.00240206	0.00605761	0.00147126	0.000310817	0.00570669	0.00371924	0.0111771	0.00526224	0.0046635	0.00537191	0.0101542	0.00597518	0.00258948	0.00116681	0.00160785	0.00323555	0.0103503	0.00681069	0.00431389	0.00477677	0.00463446	0.00158802	0.00881162	0.0107321	0.031747	0.00777557	0.0057765	0.0085698	0.0084446	0.00267978	0.00437936	0.00475371	0.019652	0.00204352	0.011252	0.00146023	0.0170248	0.0158918	0.00765159	0.00828486	0.0195547	0.00602344	0.00547938	0.00676961	0.00259666	0.0107244	0.00196984	0.02378	0.00927495	0.00233554	0.01226	0.000736841	0.00134578	0.00458312	0.0189466	0.000103063	0.0114635	0.000711944	0.00556598	0.00140167	0.00608068	0.00989932	0.0118696	0.00219517	0.00107191	0.00718446	0.00900996	0.00511616	0.00175937	0.0114941	5.76331e-05	0.00282813	0.00334436	0.0252167	0.00234246	0.000290809	0.00291084	0.000564387	0.00119835	0.0146357	0.00570508	0.0233692	0.00504597	0.0131214	0.00255952	0.00688567	0.00636031	0.00531217	0.00525068	0.00639569	0.00772193	0.000178652	0.0013552	0.00551342	0.0106903	0.00295418	0.00402047	0.0030589	0.00621763	0.00116738	0.00593188	7.64905e-05	0.000876742	0.00539437	0.00163866	0.00446374	0.00346674	0.00101448	0.000257499	0.0087092	0.00631721	0.00607635	9.53522e-05	0.00256461	0.00317691	0.000488482	0.000941793	0.000596275	0.0105555	0.00165515	0.00420632	0.000480921	0.000343555	0.00306435	0.0113021	0.00452795	0.00661001	0.0635346	0.26075	0.657465	1.52099	3.83508	15.7395	1.992901	0.00574875	0.00133968	0.00349187	0.00103353	0.0174587	0.00737548	0.00360595	0.00518146	0.00431708	0.00780474	0.00898466	0.0130593	0.00466933	0.0186752	0.00546146	0.00245484	0.0118166	0.00401311	0.0069365	0.00363613	0.00347517	0.00512787	0.0026094	0.00134387	0.00871789	0.00132746	0.00111967	8.27717e-07	0.00157244	0.000878046	0.00654577	0.00542236	0.00196251	0.00337642	0.00258084	0.00650847	0.00158076	0.000333951	0.00613143	0.00399606	0.012009	0.00565391	0.0050106	0.00577174	0.01091	0.00641991	0.00278221	0.00125366	0.00172752	0.00347637	0.0111207	0.0073176	0.00463497	0.0051323	0.00497939	0.00170621	0.00946746	0.0115309	0.0341099	0.0083543	0.00620644	0.00920764	0.00907312	0.00287923	0.00470532	0.00510753	0.0211147	0.00219562	0.0120895	0.00156891	0.018292	0.0170746	0.00822109	0.0089015	0.0210101	0.00647176	0.00588721	0.00727347	0.00278993	0.0115226	0.00211646	0.0255499	0.00996528	0.00250937	0.0131725	0.000791684	0.00144594	0.00492423	0.0203568	0.000110733	0.0123167	0.000764934	0.00598025	0.001506	0.00653326	0.0106361	0.0127531	0.00235855	0.00115169	0.00771919	0.00968056	0.00549695	0.00189031	0.0123496	6.19226e-05	0.00303862	0.00359328	0.0270935	0.00251681	0.000312453	0.00312749	0.000606393	0.00128754	0.015725	0.0061297	0.0251086	0.00542154	0.014098	0.00275002	0.00739816	0.0068337	0.00570755	0.00564148	0.00687171	0.00829666	0.000191949	0.00145606	0.00592378	0.011486	0.00317405	0.00431971	0.00328657	0.00668041	0.00125427	0.00637338	8.21836e-05	0.000941996	0.00579586	0.00176063	0.00479597	0.00372476	0.00108999	0.000276664	0.00935741	0.00678739	0.0065286	0.000102449	0.00275549	0.00341336	0.000524839	0.00101189	0.000640655	0.0113412	0.00177834	0.00451939	0.000516715	0.000369126	0.00329242	0.0121432	0.00486496	0.00710198	0.610044	0.389956	0.6100439	0.9307271
